movie_name,movie_href,movie_info,movie_rating,movie_rating_num
阳光姐妹淘,https://movie.douban.com/subject/4917726/,导演: 姜炯哲 Hyeong-Cheol Kang 主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,8.8,610974人评价
恐怖直播,https://movie.douban.com/subject/21360417/,导演: 金秉祐 Byeong-woo Kim 主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,8.7,689141人评价
你的名字。,https://movie.douban.com/subject/26683290/,导演: 新海诚 Makoto Shinkai 主演: 神木隆之介 Ryûnosuke Kamiki / 上...,8.5,1500359人评价
黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ...,8.8,469765人评价
三块广告牌,https://movie.douban.com/subject/26611804/,导演: 马丁·麦克唐纳 Martin McDonagh 主演: 弗兰西斯·麦克多蒙德 France...,8.7,866760人评价
心迷宫,https://movie.douban.com/subject/25917973/,导演: 忻钰坤 Yukun Xin 主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,8.8,566533人评价
电锯惊魂,https://movie.douban.com/subject/1417598/,导演: 詹姆斯·温 James Wan 主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,8.7,569964人评价
达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,导演: 让-马克·瓦雷 Jean-Marc Vallée 主演: 马修·麦康纳 Matthew McCon...,8.8,477513人评价
疯狂原始人,https://movie.douban.com/subject/1907966/,导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders 主演...,8.7,877734人评价
小丑,https://movie.douban.com/subject/27119724/,导演: 托德·菲利普斯 Todd Phillips 主演: 杰昆·菲尼克斯 Joaquin Phoeni...,8.7,1064306人评价
谍影重重3,https://movie.douban.com/subject/1578507/,导演: 保罗·格林格拉斯 Paul Greengrass 主演: 马特·达蒙 Matt Damon / ...,8.8,441483人评价
心灵奇旅,https://movie.douban.com/subject/24733428/,导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers 主演: 杰米·...,8.7,1052688人评价
背靠背，脸对脸,https://movie.douban.com/subject/1307856/,导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang 主演: 牛振华 Zhenhua N...,9.5,153613人评价
绿里奇迹,https://movie.douban.com/subject/1300374/,导演: 弗兰克·德拉邦特 Frank Darabont 主演: 汤姆·汉克斯 Tom Hanks / ...,8.9,357806人评价
上帝之城,https://movie.douban.com/subject/1292208/,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund &nbsp...,9.0,315289人评价
英雄本色,https://movie.douban.com/subject/1297574/,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,8.6,571352人评价
风之谷,https://movie.douban.com/subject/1291585/,导演: 宫崎骏 Hayao Miyazaki 主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,8.9,373488人评价
爱在午夜降临前,https://movie.douban.com/subject/10808442/,导演: 理查德·林克莱特 Richard Linklater 主演: 伊桑·霍克 Ethan Hawke ...,8.9,434337人评价
海街日记,https://movie.douban.com/subject/25895901/,导演: 是枝裕和 Hirokazu Koreeda 主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,8.8,481317人评价
纵横四海,https://movie.douban.com/subject/1295409/,导演: 吴宇森 John Woo 主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,8.8,449372人评价
疯狂的石头,https://movie.douban.com/subject/1862151/,导演: 宁浩 Hao Ning 主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,8.6,871074人评价
无间道2,https://movie.douban.com/subject/1307106/,导演: 刘伟强 / 麦兆辉 主演: 陈冠希 Edison Chen / 余文乐 Shawn Yue / 曾...,8.8,519815人评价
卢旺达饭店,https://movie.douban.com/subject/1291822/,导演: 特瑞·乔治 Terry George 主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,8.9,348043人评价
2001太空漫游,https://movie.douban.com/subject/1292226/,导演: 斯坦利·库布里克 Stanley Kubrick 主演: 凯尔·杜拉 Keir Dullea / ...,8.9,360134人评价
雨中曲,https://movie.douban.com/subject/1293460/,导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly 主演: 吉恩·...,9.1,245093人评价
记忆碎片,https://movie.douban.com/subject/1304447/,导演: 克里斯托弗·诺兰 Christopher Nolan 主演: 盖·皮尔斯 Guy Pearce /...,8.7,634475人评价
小偷家族,https://movie.douban.com/subject/27622447/,导演: 是枝裕和 Hirokazu Koreeda 主演: 中川雅也 Lily Franky / 安藤樱 Sa...,8.7,853223人评价
无敌破坏王,https://movie.douban.com/subject/6534248/,导演: 瑞奇·莫尔 Rich Moore 主演: 约翰·C·赖利 John C. Reilly / 萨拉...,8.7,574655人评价
岁月神偷,https://movie.douban.com/subject/3792799/,导演: 罗启锐 Alex Law 主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,8.7,592790人评价
荒蛮故事,https://movie.douban.com/subject/24750126/,导演: 达米安·斯兹弗隆 Damián Szifron 主演: 达里奥·葛兰帝内提 Darío...,8.8,468349人评价
忠犬八公物语,https://movie.douban.com/subject/1959195/,导演: 神山征二郎 Seijirô Kôyama 主演: 仲代达矢 Tatsuya Nakadai /...,9.2,206388人评价
冰川时代,https://movie.douban.com/subject/1291578/,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge 主演...,8.6,649026人评价
牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,导演: 杨德昌 Edward Yang 主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,8.9,331413人评价
恐怖游轮,https://movie.douban.com/subject/3011051/,导演: 克里斯托弗·史密斯 Christopher Smith 主演: 梅利莎·乔治 Melissa ...,8.5,923809人评价
爆裂鼓手,https://movie.douban.com/subject/25773932/,导演: 达米恩·查泽雷 Damien Chazelle 主演: 迈尔斯·特勒 Miles Teller /...,8.7,624649人评价
东京教父,https://movie.douban.com/subject/1310177/,导演: 今敏 Satoshi Kon 主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,9.0,257170人评价
魔女宅急便,https://movie.douban.com/subject/1307811/,导演: 宫崎骏 Hayao Miyazaki 主演: 高山南 Minami Takayama / 佐久间玲 Re...,8.7,491006人评价
大佛普拉斯,https://movie.douban.com/subject/27059130/,导演: 黄信尧 Hsin-yao Huang 主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,8.7,507160人评价
贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan 主演: 戴夫...,8.6,775189人评价
遗愿清单,https://movie.douban.com/subject/1867345/,导演: 罗伯·莱纳 Rob Reiner 主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,8.7,496526人评价
末路狂花,https://movie.douban.com/subject/1291992/,导演: 雷德利·斯科特 Ridley Scott 主演: 吉娜·戴维斯 Geena Davis / 苏...,8.9,294412人评价
东邪西毒,https://movie.douban.com/subject/1292328/,导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...,8.6,602831人评价
你看起来好像很好吃,https://movie.douban.com/subject/4848115/,导演: 藤森雅也 Masaya Fujimori 主演: 山口胜平 Kappei Yamaguchi / 爱河...,8.9,351668人评价
可可西里,https://movie.douban.com/subject/1308857/,导演: 陆川 Chuan Lu 主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,8.9,321939人评价
源代码,https://movie.douban.com/subject/3075287/,导演: 邓肯·琼斯 Duncan Jones 主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,8.5,876534人评价
疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,导演: 乔治·米勒 George Miller 主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...,8.7,578644人评价
城市之光,https://movie.douban.com/subject/1293908/,导演: Charles Chaplin 主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...,9.3,158309人评价
海边的曼彻斯特,https://movie.douban.com/subject/25980443/,导演: 肯尼斯·罗纳根 Kenneth Lonergan 主演: 卡西·阿弗莱克 Casey Affle...,8.6,594246人评价
黑天鹅,https://movie.douban.com/subject/1978709/,导演: 达伦·阿罗诺夫斯基 Darren Aronofsky 主演: 娜塔莉·波特曼 Natalie...,8.6,810875人评价
波西米亚狂想曲,https://movie.douban.com/subject/5300054/,导演: 布莱恩·辛格 Bryan Singer 主演: 拉米·马雷克 Rami Malek / 本·哈...,8.6,646797人评价
真爱至上,https://movie.douban.com/subject/1292401/,导演: 理查德·柯蒂斯 Richard Curtis 主演: 休·格兰特 Hugh Grant / 连姆...,8.5,767942人评价
芙蓉镇,https://movie.douban.com/subject/1297880/,导演: 谢晋 Jin Xie 主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,9.3,160916人评价
爱乐之城,https://movie.douban.com/subject/25934014/,导演: 达米恩·查泽雷 Damien Chazelle 主演: 瑞恩·高斯林 Ryan Gosling /...,8.4,1009647人评价
高山下的花环,https://movie.douban.com/subject/1422283/,导演: 谢晋 Jin Xie 主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,9.5,117893人评价
青蛇,https://movie.douban.com/subject/1303394/,导演: 徐克 Hark Tsui 主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,8.6,555898人评价
雨人,https://movie.douban.com/subject/1291870/,导演: 巴瑞·莱文森 Barry Levinson 主演: 达斯汀·霍夫曼 Dustin Hoffman ...,8.7,422654人评价
初恋这件小事,https://movie.douban.com/subject/4739952/,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,8.5,1012555人评价
终结者2：审判日,https://movie.douban.com/subject/1291844/,导演: 詹姆斯·卡梅隆 James Cameron 主演: 阿诺·施瓦辛格 Arnold Schwarz...,8.8,360189人评价
人工智能,https://movie.douban.com/subject/1302827/,导演: 史蒂文·斯皮尔伯格 Steven Spielberg 主演: 海利·乔·奥斯蒙 Haley...,8.7,472176人评价
虎口脱险,https://movie.douban.com/subject/1296909/,导演: 杰拉尔·乌里 Gérard Oury 主演: 路易·德·菲耐斯 Louis de Funès...,8.9,274839人评价
恋恋笔记本,https://movie.douban.com/subject/1309163/,导演: 尼克·卡索维茨 Nick Cassavetes 主演: 瑞恩·高斯林 Ryan Gosling /...,8.5,709553人评价
花束般的恋爱,https://movie.douban.com/subject/34874432/,导演: 土井裕泰 Nobuhiro Doi 主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu...,8.6,711548人评价
无耻混蛋,https://movie.douban.com/subject/1438652/,导演: 昆汀·塔伦蒂诺 Quentin Tarantino 主演: 布拉德·皮特 Brad Pitt / ...,8.7,512058人评价
新龙门客栈,https://movie.douban.com/subject/1292287/,导演: 李惠民 Raymond Lee 主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,8.7,471561人评价
罗生门,https://movie.douban.com/subject/1291879/,导演: 黑泽明 Akira Kurosawa 主演: 三船敏郎 Toshirô Mifune / 京町子 ...,8.8,334608人评价
崖上的波妞,https://movie.douban.com/subject/1959877/,导演: 宫崎骏 Hayao Miyazaki 主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,8.6,534284人评价
千钧一发,https://movie.douban.com/subject/1300117/,导演: 安德鲁·尼科尔 Andrew Niccol 主演: 伊桑·霍克 Ethan Hawke / 乌玛...,8.8,322403人评价
哈利·波特与死亡圣器(上),https://movie.douban.com/subject/2051007/,导演: 大卫·叶茨 David Yates 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,8.6,624118人评价
彗星来的那一夜,https://movie.douban.com/subject/25807345/,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit 主演: 艾米丽·芭尔多尼 Em...,8.6,628964人评价
白日梦想家,https://movie.douban.com/subject/2133323/,导演: 本·斯蒂勒 Ben Stiller 主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·...,8.6,559170人评价
萤火虫之墓,https://movie.douban.com/subject/1293318/,导演: 高畑勋 Isao Takahata 主演: 辰己努 / 白石绫乃 / 志乃原良子,8.7,420692人评价
黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski ...,8.7,428209人评价
奇迹男孩,https://movie.douban.com/subject/26787574/,导演: 斯蒂芬·卓博斯基 Stephen Chbosky 主演: 雅各布·特伦布莱 Jacob Tr...,8.6,574356人评价
火星救援,https://movie.douban.com/subject/25864085/,导演: 雷德利·斯科特 Ridley Scott 主演: 马特·达蒙 Matt Damon / 杰西卡...,8.5,778451人评价
二十二,https://movie.douban.com/subject/26430107/,导演: 郭柯 Ke Guo 主演:,8.7,302499人评价
大红灯笼高高挂,https://movie.douban.com/subject/1293323/,导演: 张艺谋 Yimou Zhang 主演: 巩俐 Li Gong / 马精武 Jingwu Ma / 何赛...,8.8,319006人评价
战争之王,https://movie.douban.com/subject/1419936/,导演: 安德鲁·尼科尔 Andrew Niccol 主演: 尼古拉斯·凯奇 Nicolas Cage /...,8.7,390486人评价
哈利·波特与凤凰社,https://movie.douban.com/subject/1457217/,导演: 大卫·叶茨 David Yates 主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,8.5,619809人评价
血钻,https://movie.douban.com/subject/1428175/,导演: 爱德华·兹威克 Edward Zwick 主演: 莱昂纳多·迪卡普里奥 Leonardo ...,8.7,400158人评价
千年女优,https://movie.douban.com/subject/1307394/,导演: 今敏 Satoshi Kon 主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,8.8,292292人评价
步履不停,https://movie.douban.com/subject/2222996/,导演: 是枝裕和 Hirokazu Koreeda 主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,8.8,298325人评价
谍影重重2,https://movie.douban.com/subject/1308767/,导演: 保罗·格林格拉斯 Paul Greengrass 主演: 马特·达蒙 Matt Damon / ...,8.7,373291人评价
房间,https://movie.douban.com/subject/25724855/,导演: 伦尼·阿伯拉罕森 Lenny Abrahamson 主演: 布丽·拉尔森 Brie Larson...,8.8,383400人评价
魂断蓝桥,https://movie.douban.com/subject/1293964/,导演: 茂文·勒鲁瓦 Mervyn LeRoy 主演: 费雯·丽 Vivien Leigh / 罗伯特·...,8.8,293714人评价
蜘蛛侠：平行宇宙,https://movie.douban.com/subject/26374197/,导演: 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey 主...,8.6,710452人评价
弱点,https://movie.douban.com/subject/3552028/,导演: 约翰·李·汉考克 John Lee Hancock 主演: 桑德拉·布洛克 Sandra Bu...,8.7,332902人评价
谍影重重,https://movie.douban.com/subject/1304102/,导演: 道格·里曼 Doug Liman 主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...,8.6,453989人评价
阿飞正传,https://movie.douban.com/subject/1305690/,导演: 王家卫 Kar Wai Wong 主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...,8.5,539436人评价
朗读者,https://movie.douban.com/subject/2213597/,导演: 史蒂芬·戴德利 Stephen Daldry 主演: 凯特·温丝莱特 Kate Winslet ...,8.6,470447人评价
隐藏人物,https://movie.douban.com/subject/26615208/,导演: 特奥多尔·梅尔菲 Theodore Melfi 主演: 塔拉吉·P·汉森 Taraji P. ...,8.9,239598人评价
冰雪奇缘,https://movie.douban.com/subject/4202982/,导演: 克里斯·巴克 Chris Buck / 珍妮弗·李 Jennifer Lee 主演: 克里斯汀...,8.5,742868人评价
