应用名称,原始行号
Baidu IME 3.6,2
手心输入法,23
搜狗五笔输入法 5.5正式版,6
搜狗输入法 11.6.0正式版,24
搜狗输入法 11.9.0正式版,15
搜狗输入法 12.0.0正式版,12
搜狗输入法 12.1.0正式版,66
搜狗输入法 13.10.0正式版,27
搜狗输入法 13.9.0正式版,49
搜狗输入法 14.12.0正式版,2
搜狗输入法 15.1.0正式版,16
搜狗输入法 15.12.0正式版,25
搜狗输入法 15.2.0正式版,42
搜狗输入法 15.3.0正式版,52
搜狗输入法 15.7.0正式版,9
搜狗输入法 15.9.0正式版,5
搜狗高速浏览器 11.0.1.34700,64
